Source,Target,Chapter
Jasnah,Navani,21
Jasnah,Navani,27
Jasnah,Navani,28
Jasnah,Navani,29
Jasnah,Navani,30
Jasnah,Navani,32
Jasnah,Navani,35
Jasnah,Navani,38
Jasnah,Navani,41
Jasnah,Navani,42
Jasnah,Navani,46
Jasnah,Navani,47
Jasnah,Navani,50
Jasnah,Navani,52
Jasnah,Navani,58
Jasnah,Navani,61
Jasnah,Navani,64
Jasnah,Navani,71
Jasnah,Navani,75
Jasnah,Navani,77
Jasnah,Navani,78
Jasnah,Navani,115
Jasnah,Navani,118
Jasnah,Navani,123
Jasnah,Navani,124
Jasnah,Navani,126
Jasnah,Navani,130
Jasnah,Navani,138
Jasnah,Navani,139
Jasnah,Navani,140
Jasnah,Navani,141
Jasnah,Navani,142
Jasnah,Navani,143
Jasnah,Navani,144
Jasnah,Navani,145
Jasnah,Pattern,11
Jasnah,Pattern,12
Jasnah,Pattern,16
Jasnah,Pattern,18
Jasnah,Pattern,21
Jasnah,Pattern,28
Jasnah,Pattern,30
Jasnah,Pattern,32
Jasnah,Pattern,41
Jasnah,Pattern,47
Jasnah,Pattern,52
Jasnah,Pattern,59
Jasnah,Pattern,75
Jasnah,Pattern,76
Jasnah,Pattern,87
Jasnah,Pattern,95
Jasnah,Pattern,108
Jasnah,Pattern,112
Jasnah,Pattern,118
Jasnah,Pattern,120
Jasnah,Pattern,138
Jasnah,Pattern,139
Jasnah,Pattern,140
Jasnah,Pattern,143
Jasnah,Pattern,144
Jasnah,Pattern,145
Jasnah,Renarin,11
Jasnah,Renarin,12
Jasnah,Renarin,18
Jasnah,Renarin,28
Jasnah,Renarin,30
Jasnah,Renarin,32
Jasnah,Renarin,47
Jasnah,Renarin,52
Jasnah,Renarin,61
Jasnah,Renarin,115
Jasnah,Renarin,123
Jasnah,Renarin,124
Jasnah,Renarin,130
Jasnah,Renarin,138
Jasnah,Renarin,139
Jasnah,Renarin,140
Jasnah,Renarin,141
Jasnah,Renarin,142
Jasnah,Renarin,143
Jasnah,Renarin,144
Jasnah,Renarin,145
Jasnah,Stormfather,11
Jasnah,Stormfather,16
Jasnah,Stormfather,18
Jasnah,Stormfather,21
Jasnah,Stormfather,27
Jasnah,Stormfather,29
Jasnah,Stormfather,30
Jasnah,Stormfather,32
Jasnah,Stormfather,42
Jasnah,Stormfather,46
Jasnah,Stormfather,47
Jasnah,Stormfather,50
Jasnah,Stormfather,57
Jasnah,Stormfather,58
Jasnah,Stormfather,61
Jasnah,Stormfather,64
Jasnah,Stormfather,71
Jasnah,Stormfather,77
Jasnah,Stormfather,78
Jasnah,Stormfather,115
Jasnah,Stormfather,118
Jasnah,Stormfather,126
Jasnah,Stormfather,130
Jasnah,Stormfather,132
Jasnah,Stormfather,138
Jasnah,Stormfather,139
Jasnah,Stormfather,141
Jasnah,Stormfather,142
Jasnah,Stormfather,143
Jasnah,Stormfather,144
Jasnah,Stormfather,145
Jasnah,Aladar,12
Jasnah,Aladar,16
Jasnah,Aladar,18
Jasnah,Aladar,21
Jasnah,Aladar,28
Jasnah,Aladar,30
Jasnah,Aladar,32
Jasnah,Aladar,52
Jasnah,Aladar,77
Jasnah,Aladar,115
Jasnah,Aladar,123
Jasnah,Aladar,126
Jasnah,Aladar,130
Jasnah,Aladar,143
Jasnah,Aladar,145
Jasnah,Colot,12
Jasnah,Colot,76
Jasnah,Elhokar,12
Jasnah,Elhokar,30
Jasnah,Elhokar,47
Jasnah,Elhokar,58
Jasnah,Elhokar,59
Jasnah,Elhokar,61
Jasnah,Elhokar,71
Jasnah,Elhokar,74
Jasnah,Elhokar,75
Jasnah,Elhokar,77
Jasnah,Elhokar,80
Jasnah,Elhokar,83
Jasnah,Elhokar,87
Jasnah,Elhokar,95
Jasnah,Elhokar,108
Jasnah,Elhokar,115
Jasnah,Elhokar,118
Jasnah,Elhokar,120
Jasnah,Elhokar,123
Jasnah,Elhokar,124
Jasnah,Elhokar,126
Jasnah,Elhokar,130
Jasnah,Elhokar,132
Jasnah,Elhokar,141
Jasnah,Elhokar,142
Jasnah,Elhokar,143
Jasnah,Elhokar,144
Jasnah,Elhokar,145
Jasnah,Lopen,12
Jasnah,Lopen,32
Jasnah,Lopen,130
Jasnah,Lopen,138
Jasnah,Lopen,143
Jasnah,Lopen,144
Jasnah,Malan,12
Jasnah,Niter,12
Jasnah,Peet,12
Jasnah,Peet,144
Jasnah,Perel,12
Jasnah,Perel,16
Jasnah,Perel,18
Jasnah,Perel,30
Jasnah,Perel,32
Jasnah,Rlain,12
Jasnah,Tallan,12
Jasnah,Sadeas,12
Jasnah,Sadeas,18
Jasnah,Sadeas,21
Jasnah,Sadeas,25
Jasnah,Sadeas,29
Jasnah,Sadeas,30
Jasnah,Sadeas,32
Jasnah,Sadeas,61
Jasnah,Sadeas,77
Jasnah,Sadeas,80
Jasnah,Sadeas,83
Jasnah,Sadeas,108
Jasnah,Sadeas,112
Jasnah,Sadeas,115
Jasnah,Sadeas,124
Jasnah,Sadeas,130
Jasnah,Sadeas,138
Jasnah,Sadeas,139
Jasnah,Sadeas,140
Jasnah,Sadeas,143
Jasnah,Sadeas,145
Jasnah,Sebarial,12
Jasnah,Sebarial,16
Jasnah,Sebarial,21
Jasnah,Sebarial,28
Jasnah,Sebarial,29
Jasnah,Sebarial,30
Jasnah,Sebarial,35
Jasnah,Sebarial,52
Jasnah,Sebarial,58
Jasnah,Sebarial,115
Jasnah,Sebarial,123
Jasnah,Sebarial,124
Jasnah,Sebarial,126
Jasnah,Sebarial,143
Jasnah,Sebarial,145
Jasnah,Kabsal,16
Jasnah,Kabsal,95
Jasnah,Palona,16
Jasnah,Palona,28
Jasnah,Palona,32
Jasnah,Palona,35
Jasnah,Palona,41
Jasnah,Palona,115
Jasnah,Palona,145
Jasnah,Balat,21
Jasnah,Balat,145
Jasnah,Betha,21
Jasnah,Jor,21
Jasnah,Mraize,21
Jasnah,Mraize,25
Jasnah,Mraize,28
Jasnah,Mraize,30
Jasnah,Mraize,59
Jasnah,Mraize,75
Jasnah,Mraize,80
Jasnah,Mraize,140
Jasnah,Mraize,145
Jasnah,Ned,21
Jasnah,Rem,21
Jasnah,Sullik,21
Jasnah,Tyn,21
Jasnah,Tyn,95
Jasnah,Helaran,25
Jasnah,Helaran,30
Jasnah,Helaran,47
Jasnah,Helaran,95
Jasnah,Helaran,143
Jasnah,Ialai,25
Jasnah,Ialai,30
Jasnah,Ialai,115
Jasnah,Ialai,123
Jasnah,Ialai,126
Jasnah,Ialai,130
Jasnah,Ialai,145
Jasnah,Adrotagia,27
Jasnah,Adrotagia,52
Jasnah,Adrotagia,71
Jasnah,Adrotagia,115
Jasnah,Adrotagia,126
Jasnah,Adrotagia,145
Jasnah,Evi,27
Jasnah,Evi,29
Jasnah,Evi,42
Jasnah,Evi,57
Jasnah,Evi,78
Jasnah,Evi,124
Jasnah,Evi,141
Jasnah,Evi,143
Jasnah,Gavilar,27
Jasnah,Gavilar,29
Jasnah,Gavilar,46
Jasnah,Gavilar,57
Jasnah,Gavilar,123
Jasnah,Gavilar,124
Jasnah,Gavilar,126
Jasnah,Gavilar,132
Jasnah,Gavilar,141
Jasnah,Gavilar,143
Jasnah,Gavilar,144
Jasnah,Gavilar,145
Jasnah,Lift,27
Jasnah,Lift,50
Jasnah,Lift,64
Jasnah,Lift,77
Jasnah,Lift,78
Jasnah,Lift,115
Jasnah,Lift,123
Jasnah,Lift,130
Jasnah,Lift,139
Jasnah,Lift,140
Jasnah,Lift,141
Jasnah,Lift,142
Jasnah,Lift,143
Jasnah,Lift,144
Jasnah,Lift,145
Jasnah,Malata,27
Jasnah,Malata,30
Jasnah,Malata,47
Jasnah,Malata,71
Jasnah,Malata,126
Jasnah,Malata,130
Jasnah,Malata,143
Jasnah,Nightwatcher,27
Jasnah,Nightwatcher,50
Jasnah,Nightwatcher,58
Jasnah,Nightwatcher,78
Jasnah,Nightwatcher,115
Jasnah,Nightwatcher,126
Jasnah,Nightwatcher,130
Jasnah,Nightwatcher,140
Jasnah,Nightwatcher,143
Jasnah,Nightwatcher,145
Jasnah,Szeth,27
Jasnah,Szeth,42
Jasnah,Szeth,139
Jasnah,Szeth,140
Jasnah,Szeth,141
Jasnah,Szeth,142
Jasnah,Szeth,143
Jasnah,Szeth,144
Jasnah,Szeth,145
Jasnah,Taravangian,27
Jasnah,Taravangian,30
Jasnah,Taravangian,32
Jasnah,Taravangian,47
Jasnah,Taravangian,71
Jasnah,Taravangian,78
Jasnah,Taravangian,115
Jasnah,Taravangian,126
Jasnah,Taravangian,130
Jasnah,Taravangian,132
Jasnah,Taravangian,143
Jasnah,Taravangian,144
Jasnah,Taravangian,145
Jasnah,Gaz,28
Jasnah,Gaz,30
Jasnah,Gaz,32
Jasnah,Gaz,52
Jasnah,Gaz,74
Jasnah,Gaz,124
Jasnah,Gaz,139
Jasnah,Ishnah,28
Jasnah,Ishnah,52
Jasnah,Ishnah,59
Jasnah,Ishnah,75
Jasnah,Ishnah,80
Jasnah,Ishnah,87
Jasnah,Ishnah,108
Jasnah,Vathah,28
Jasnah,Vathah,30
Jasnah,Vathah,32
Jasnah,Vathah,52
Jasnah,Vathah,75
Jasnah,Vathah,87
Jasnah,Vathah,95
Jasnah,Vathah,108
Jasnah,Gallam,29
Jasnah,Ilamar,29
Jasnah,Jevena,29
Jasnah,Jevena,124
Jasnah,Kadash,29
Jasnah,Kadash,58
Jasnah,Kadash,126
Jasnah,Kadash,143
Jasnah,Kadash,145
Jasnah,Kalanor,29
Jasnah,Kalanor,143
Jasnah,Rien,29
Jasnah,Ruthar,29
Jasnah,Ruthar,30
Jasnah,Ruthar,32
Jasnah,Ruthar,71
Jasnah,Ruthar,126
Jasnah,Talanor,29
Jasnah,Tearim,29
Jasnah,Toh,29
Jasnah,Toh,57
Jasnah,Kalami,30
Jasnah,Kalami,46
Jasnah,Kalami,52
Jasnah,Shob,30
Jasnah,Spark,30
Jasnah,Spark,126
Jasnah,Dilid,32
Jasnah,Eth,32
Jasnah,Eth,138
Jasnah,Glurv,32
Jasnah,Glys,32
Jasnah,Glys,140
Jasnah,Glys,141
Jasnah,Glys,142
Jasnah,Glys,143
Jasnah,Halad,32
Jasnah,Re-Shephir,32
Jasnah,Re-Shephir,35
Jasnah,Bendthel,38
Jasnah,Bettam,38
Jasnah,Ellista,38
Jasnah,Fiksin,38
Jasnah,Urv,38
Jasnah,Harkaylain,42
Jasnah,Heb,42
Jasnah,Resi,42
Jasnah,Resi,78
Jasnah,Sadees,42
Jasnah,Sadees,50
Jasnah,Seeli,42
Jasnah,Taffa,42
Jasnah,Malad-son-Zent,46
Jasnah,Talenel,46
Jasnah,Talenel,55
Jasnah,Talenel,130
Jasnah,Talenel,141
Jasnah,Talenel,144
Jasnah,Took,46
Jasnah,Took,143
Jasnah,Yanagawn,50
Jasnah,Yanagawn,64
Jasnah,Yanagawn,130
Jasnah,Yanagawn,139
Jasnah,Elthebar,52
Jasnah,Galid,52
Jasnah,Inadara,52
Jasnah,Ishar,55
Jasnah,Ishar,77
Jasnah,Ishar,112
Jasnah,Ishar,144
Jasnah,Ivory,55
Jasnah,Ivory,61
Jasnah,Ivory,138
Jasnah,Ivory,139
Jasnah,Ivory,141
Jasnah,Ivory,143
Jasnah,Jezrien,55
Jasnah,Jezrien,77
Jasnah,Jezrien,144
Jasnah,Kalak,55
Jasnah,Kalak,141
Jasnah,Vedel,55
Jasnah,Bashin,57
Jasnah,Havar,57
Jasnah,Ishal,57
Jasnah,Makh,57
Jasnah,Tanalan,57
Jasnah,Falilar,58
Jasnah,Insah,58
Jasnah,Jasalai,58
Jasnah,Rushu,58
Jasnah,Hamaradin,59
Jasnah,Helt,59
Jasnah,Moash,59
Jasnah,Moash,118
Jasnah,Moash,144
Jasnah,Moash,145
Jasnah,Sah,59
Jasnah,Sah,83
Jasnah,Axies,61
Jasnah,Ethid,61
Jasnah,Jochi,61
Jasnah,NanHar,61
Jasnah,NanKhet,61
Jasnah,Dovcanti,64
Jasnah,Masha-daughter-Shaliv,64
Jasnah,Kmakl,71
Jasnah,Kmakl,138
Jasnah,Kmakl,139
Jasnah,Kmakl,140
Jasnah,Kmakl,141
Jasnah,Rial,71
Jasnah,Rial,145
Jasnah,Aesudan,74
Jasnah,Aesudan,75
Jasnah,Aesudan,76
Jasnah,Aesudan,80
Jasnah,Aesudan,124
Jasnah,Aesudan,143
Jasnah,Syl,74
Jasnah,Syl,83
Jasnah,Syl,108
Jasnah,Syl,112
Jasnah,Syl,118
Jasnah,Syl,120
Jasnah,Syl,138
Jasnah,Syl,139
Jasnah,Syl,140
Jasnah,Syl,141
Jasnah,Syl,142
Jasnah,Syl,143
Jasnah,Syl,144
Jasnah,Syl,145
