Source,Target,Chapter
Kaladin,Teft,81
Kaladin,Teft,88
Kaladin,Teft,92
Kaladin,Teft,98
Kaladin,Teft,99
Kaladin,Sadeas,5
Kaladin,Sadeas,7
Kaladin,Sadeas,8
Kaladin,Sadeas,11
Kaladin,Sadeas,12
Kaladin,Sadeas,14
Kaladin,Sadeas,21
Kaladin,Sadeas,23
Kaladin,Sadeas,27
Kaladin,Sadeas,28
Kaladin,Sadeas,36
Kaladin,Sadeas,44
Kaladin,Sadeas,49
Kaladin,Sadeas,52
Kaladin,Sadeas,54
Kaladin,Sadeas,58
Kaladin,Sadeas,59
Kaladin,Sadeas,60
Kaladin,Sadeas,63
Kaladin,Sadeas,64
Kaladin,Sadeas,65
Kaladin,Sadeas,66
Kaladin,Sadeas,69
Kaladin,Sadeas,72
Kaladin,Sadeas,76
Kaladin,Sadeas,77
Kaladin,Sadeas,78
Kaladin,Sadeas,79
Kaladin,Sadeas,81
Kaladin,Sadeas,84
Kaladin,Sadeas,85
Kaladin,Sadeas,88
Kaladin,Sadeas,89
Kaladin,Sadeas,92
Kaladin,Sadeas,93
Kaladin,Sadeas,99
Kaladin,Sadeas,101
Kaladin,Adolin,7
Kaladin,Adolin,8
Kaladin,Adolin,11
Kaladin,Adolin,21
Kaladin,Adolin,23
Kaladin,Adolin,27
Kaladin,Adolin,30
Kaladin,Adolin,37
Kaladin,Adolin,38
Kaladin,Adolin,43
Kaladin,Adolin,44
Kaladin,Adolin,49
Kaladin,Adolin,52
Kaladin,Adolin,54
Kaladin,Adolin,58
Kaladin,Adolin,59
Kaladin,Adolin,60
Kaladin,Adolin,63
Kaladin,Adolin,64
Kaladin,Adolin,65
Kaladin,Adolin,66
Kaladin,Adolin,72
Kaladin,Adolin,76
Kaladin,Adolin,77
Kaladin,Adolin,78
Kaladin,Adolin,79
Kaladin,Adolin,80
Kaladin,Adolin,81
Kaladin,Adolin,82
Kaladin,Adolin,84
Kaladin,Adolin,85
Kaladin,Adolin,88
Kaladin,Adolin,89
Kaladin,Adolin,90
Kaladin,Adolin,92
Kaladin,Adolin,93
Kaladin,Adolin,94
Kaladin,Adolin,95
Kaladin,Adolin,96
Kaladin,Adolin,97
Kaladin,Adolin,98
Kaladin,Adolin,99
Kaladin,Adolin,101
Kaladin,Caeb,7
Kaladin,Elhokar,7
Kaladin,Elhokar,8
Kaladin,Elhokar,11
Kaladin,Elhokar,21
Kaladin,Elhokar,27
Kaladin,Elhokar,28
Kaladin,Elhokar,37
Kaladin,Elhokar,38
Kaladin,Elhokar,43
Kaladin,Elhokar,44
Kaladin,Elhokar,49
Kaladin,Elhokar,52
Kaladin,Elhokar,54
Kaladin,Elhokar,64
Kaladin,Elhokar,66
Kaladin,Elhokar,69
Kaladin,Elhokar,72
Kaladin,Elhokar,76
Kaladin,Elhokar,77
Kaladin,Elhokar,78
Kaladin,Elhokar,92
Kaladin,Elhokar,94
Kaladin,Elhokar,96
Kaladin,Elhokar,99
Kaladin,Elhokar,101
Kaladin,Jasnah,7
Kaladin,Jasnah,11
Kaladin,Jasnah,43
Kaladin,Jasnah,44
Kaladin,Jasnah,60
Kaladin,Jasnah,63
Kaladin,Jasnah,77
Kaladin,Jasnah,80
Kaladin,Jasnah,84
Kaladin,Jasnah,85
Kaladin,Jasnah,89
Kaladin,Jasnah,90
Kaladin,Jasnah,92
Kaladin,Jasnah,93
Kaladin,Jasnah,99
Kaladin,Jasnah,101
Kaladin,Renarin,7
Kaladin,Renarin,8
Kaladin,Renarin,21
Kaladin,Renarin,23
Kaladin,Renarin,27
Kaladin,Renarin,30
Kaladin,Renarin,37
Kaladin,Renarin,38
Kaladin,Renarin,43
Kaladin,Renarin,49
Kaladin,Renarin,52
Kaladin,Renarin,54
Kaladin,Renarin,58
Kaladin,Renarin,59
Kaladin,Renarin,64
Kaladin,Renarin,65
Kaladin,Renarin,76
Kaladin,Renarin,78
Kaladin,Renarin,81
Kaladin,Renarin,88
Kaladin,Renarin,92
Kaladin,Renarin,93
Kaladin,Renarin,95
Kaladin,Renarin,96
Kaladin,Renarin,97
Kaladin,Renarin,98
Kaladin,Renarin,101
Kaladin,Rushu,7
Kaladin,Rushu,43
Kaladin,Rushu,77
Kaladin,Sja-anat,7
Kaladin,Stormfather,7
Kaladin,Stormfather,12
Kaladin,Stormfather,21
Kaladin,Stormfather,27
Kaladin,Stormfather,28
Kaladin,Stormfather,30
Kaladin,Stormfather,36
Kaladin,Stormfather,37
Kaladin,Stormfather,38
Kaladin,Stormfather,43
Kaladin,Stormfather,44
Kaladin,Stormfather,52
Kaladin,Stormfather,59
Kaladin,Stormfather,60
Kaladin,Stormfather,63
Kaladin,Stormfather,69
Kaladin,Stormfather,72
Kaladin,Stormfather,79
Kaladin,Stormfather,80
Kaladin,Stormfather,81
Kaladin,Stormfather,82
Kaladin,Stormfather,84
Kaladin,Stormfather,85
Kaladin,Stormfather,93
Kaladin,Stormfather,95
Kaladin,Stormfather,96
Kaladin,Stormfather,98
Kaladin,Stormfather,99
Kaladin,Stormfather,101
Kaladin,Aladar,8
Kaladin,Aladar,11
Kaladin,Aladar,44
Kaladin,Aladar,64
Kaladin,Aladar,77
Kaladin,Aladar,88
Kaladin,Aladar,92
Kaladin,Aladar,93
Kaladin,Aladar,94
Kaladin,Aladar,95
Kaladin,Aladar,96
Kaladin,Aladar,97
Kaladin,Aladar,98
Kaladin,Aladar,99
Kaladin,Aladar,101
Kaladin,Dabbid,8
Kaladin,Dabbid,89
Kaladin,Eth,8
Kaladin,Eth,37
Kaladin,Eth,38
Kaladin,Eth,52
Kaladin,Eth,64
Kaladin,Eth,98
Kaladin,Hatham,8
Kaladin,Hatham,77
Kaladin,Hatham,101
Kaladin,Ialai,8
Kaladin,Ialai,63
Kaladin,Ialai,66
Kaladin,Ialai,88
Kaladin,Ishar,8
Kaladin,Leyten,8
Kaladin,Leyten,27
Kaladin,Leyten,36
Kaladin,Leyten,54
Kaladin,Leyten,78
Kaladin,Leyten,90
Kaladin,Leyten,99
Kaladin,Lirin,8
Kaladin,Mart,8
Kaladin,Mart,27
Kaladin,Mart,37
Kaladin,Mart,38
Kaladin,Mart,52
Kaladin,Mart,98
Kaladin,Mart,99
Kaladin,Ruthar,8
Kaladin,Ruthar,44
Kaladin,Ruthar,54
Kaladin,Ruthar,58
Kaladin,Ruthar,65
Kaladin,Ruthar,77
Kaladin,Gallant,11
Kaladin,Gallant,59
Kaladin,Gallant,88
Kaladin,Gallant,93
Kaladin,Gallant,95
Kaladin,Gallant,98
Kaladin,Roion,11
Kaladin,Roion,27
Kaladin,Roion,85
Kaladin,Roion,88
Kaladin,Roion,92
Kaladin,Roion,93
Kaladin,Roion,94
Kaladin,Roion,95
Kaladin,Roion,96
Kaladin,Roion,97
Kaladin,Roion,98
Kaladin,Roion,99
Kaladin,Yenev,11
Kaladin,Yenev,63
Kaladin,Coreb,14
Kaladin,Dallet,14
Kaladin,Dallet,52
Kaladin,Reesh,14
Kaladin,Hav,21
Kaladin,Hav,60
Kaladin,Tien,21
Kaladin,Tien,49
Kaladin,Tien,60
Kaladin,Tien,72
Kaladin,Tien,81
Kaladin,Tien,84
Kaladin,Tien,92
Kaladin,Tien,93
Kaladin,Tien,94
Kaladin,Tien,96
Kaladin,Niter,23
Kaladin,Took,23
Kaladin,Bisig,27
Kaladin,Bisig,88
Kaladin,Bisig,99
Kaladin,Idrin,27
Kaladin,Idrin,28
Kaladin,Kalishor,27
Kaladin,Nakal,27
Kaladin,Natam,27
Kaladin,Natam,28
Kaladin,Natam,30
Kaladin,Natam,54
Kaladin,Punio,27
Kaladin,Punio,54
Kaladin,Talanor,27
Kaladin,Devi,30
Kaladin,Devi,63
Kaladin,Devi,94
Kaladin,Jenet,30
Kaladin,Abrial,36
Kaladin,Evi,36
Kaladin,Evi,80
Kaladin,Evinor,36
Kaladin,Hanavanar,36
Kaladin,Macob,36
Kaladin,Macob,44
Kaladin,Pitt,36
Kaladin,Pitt,49
Kaladin,Pitt,54
Kaladin,Reya,36
Kaladin,Tyn,36
Kaladin,Tyn,37
Kaladin,Tyn,44
Kaladin,Tyn,60
Kaladin,Tyn,79
Kaladin,Pattern,37
Kaladin,Pattern,44
Kaladin,Pattern,60
Kaladin,Pattern,65
Kaladin,Pattern,74
Kaladin,Pattern,79
Kaladin,Pattern,80
Kaladin,Pattern,82
Kaladin,Pattern,85
Kaladin,Pattern,89
Kaladin,Pattern,90
Kaladin,Pattern,93
Kaladin,Pattern,95
Kaladin,Pattern,96
Kaladin,Pattern,97
Kaladin,Pattern,98
Kaladin,Pattern,99
Kaladin,Ralinor,37
Kaladin,Szeth,38
Kaladin,Szeth,97
Kaladin,Szeth,98
Kaladin,Szeth,99
Kaladin,Szeth,101
Kaladin,Falilar,43
Kaladin,Kadash,43
Kaladin,Matain,43
Kaladin,Bluth,44
Kaladin,Gaz,44
Kaladin,Gaz,49
Kaladin,Gaz,78
Kaladin,Gaz,89
Kaladin,Gaz,92
Kaladin,Helaran,44
Kaladin,Helaran,60
Kaladin,Helaran,74
Kaladin,Helaran,84
Kaladin,Kabsal,44
Kaladin,Sixteen,44
Kaladin,Thanadal,44
Kaladin,Thanadal,77
Kaladin,Thanadal,78
Kaladin,Tvlakv,44
Kaladin,Tvlakv,84
Kaladin,Vathah,44
Kaladin,Vathah,89
Kaladin,Vathah,90
Kaladin,Vathah,92
Kaladin,Nightwatcher,49
Kaladin,Peet,49
Kaladin,Peet,54
Kaladin,Peet,97
Kaladin,Peet,99
Kaladin,Roshone,49
Kaladin,Roshone,52
Kaladin,Roshone,72
Kaladin,Roshone,78
Kaladin,Roshone,84
Kaladin,Roshone,95
Kaladin,Ana,52
Kaladin,Da,52
Kaladin,Ivis,52
Kaladin,Lanacin,52
Kaladin,Madasa,52
Kaladin,Nall,52
Kaladin,Raninor,52
Kaladin,Sebarial,52
Kaladin,Sebarial,60
Kaladin,Sebarial,63
Kaladin,Sebarial,64
Kaladin,Sebarial,65
Kaladin,Sebarial,77
Kaladin,Sebarial,85
Kaladin,Sebarial,88
Kaladin,Sebarial,89
Kaladin,Sebarial,92
Kaladin,Sebarial,93
Kaladin,Sebarial,98
Kaladin,Sebarial,99
Kaladin,Yake,52
Kaladin,Bethab,54
Kaladin,Bethab,77
Kaladin,Bethab,78
Kaladin,Graves,54
Kaladin,Graves,64
Kaladin,Graves,78
Kaladin,Graves,89
Kaladin,Graves,94
Kaladin,Graves,95
Kaladin,Graves,96
Kaladin,Graves,99
Kaladin,Huio,54
Kaladin,Ka,54
Kaladin,Ka,78
Kaladin,Marri,54
Kaladin,Marri,89
Kaladin,Simol,54
Kaladin,Invia,58
Kaladin,Shalash,58
Kaladin,Tomor,58
Kaladin,Tomor,79
Kaladin,Tomor,92
Kaladin,Eranniv,59
Kaladin,Eshonai,59
Kaladin,Eshonai,95
Kaladin,Eshonai,96
Kaladin,Inadara,59
Kaladin,Inadara,93
Kaladin,Inadara,95
Kaladin,Inadara,96
Kaladin,Inadara,97
Kaladin,Inadara,98
Kaladin,Kazilah,59
Kaladin,Sureblood,59
Kaladin,Sureblood,88
Kaladin,Sureblood,89
Kaladin,Sureblood,93
Kaladin,Teleb,59
Kaladin,Teleb,90
Kaladin,Teleb,93
Kaladin,Teleb,94
Kaladin,Teleb,95
Kaladin,Corberon,60
Kaladin,Maps,60
Kaladin,Rlain,60
Kaladin,Rlain,92
Kaladin,Rlain,93
Kaladin,Rlain,95
Kaladin,Rlain,99
Kaladin,Stine,60
Kaladin,Telesh,60
Kaladin,Tukks,60
Kaladin,Abrobadar,64
Kaladin,Istow,64
Kaladin,Jakamav,64
Kaladin,Jakamav,65
Kaladin,Malchin,65
Kaladin,Palona,65
Kaladin,Palona,88
Kaladin,Palona,92
Kaladin,Palona,98
Kaladin,Melishi,66
Kaladin,Fleet,69
Kaladin,Balat,74
Kaladin,Balat,82
Kaladin,Bordin,74
Kaladin,Bordin,85
Kaladin,Iyatil,74
Kaladin,Mraize,74
Kaladin,Mraize,97
Kaladin,Dialectur,77
Kaladin,Nohadon,77
Kaladin,Nohadon,99
Kaladin,Rayse,77
Kaladin,Rayse,79
Kaladin,Rayse,80
Kaladin,Sivi,77
Kaladin,Vedel,77
Kaladin,Tarah,78
Kaladin,Tarah,84
Kaladin,Velat,79
Kaladin,Velat,93
Kaladin,Tanavast,80
Kaladin,Eshu,81
Kaladin,Bashin,90
Kaladin,Eleseth,90
Kaladin,Taka,92
Kaladin,Lyn,93
Kaladin,Mintez,93
Kaladin,Serugiadis,93
Kaladin,Shim,93
Kaladin,Cleft-chin,94
Kaladin,Javih,94
Kaladin,Moelach,94
Kaladin,Perel,94
Kaladin,Lift,96
Kaladin,Adrotagia,97
Kaladin,Adrotagia,99
Kaladin,Apara,97
Kaladin,Cael,97
Kaladin,Dod,98
Kaladin,Pedin,98
Kaladin,Pedin,99
Kaladin,Chilinko,99
Kaladin,Glys,101
Kaladin,Taravangian,101
Kara,Kryst,1
Kara,Shallan,1
Kara,Warren,1
Kryst,Shallan,1
Kryst,Warren,1
Shallan,Warren,1
Shallan,Bru,2
Shallan,Fleet,2
Shallan,Lhan,2
Shallan,Lift,2
Shallan,Lift,96
Shallan,Navani,2
Shallan,Navani,4
Shallan,Navani,6
Shallan,Navani,9
Shallan,Navani,10
Shallan,Navani,13
Shallan,Navani,19
Shallan,Navani,29
Shallan,Navani,37
Shallan,Navani,44
Shallan,Navani,46
Shallan,Navani,48
Shallan,Navani,55
Shallan,Navani,57
Shallan,Navani,58
Shallan,Navani,61
Shallan,Navani,64
Shallan,Navani,70
Shallan,Navani,77
Shallan,Navani,82
Shallan,Navani,85
Shallan,Navani,88
Shallan,Navani,89
Shallan,Navani,90
Shallan,Navani,91
Shallan,Navani,92
Shallan,Navani,93
Shallan,Navani,94
Shallan,Navani,95
Shallan,Navani,96
Shallan,Navani,97
Shallan,Navani,98
Shallan,Navani,99
Shallan,Navani,101
Shallan,Palona,2
Shallan,Palona,48
Shallan,Palona,50
Shallan,Palona,55
Shallan,Palona,62
Shallan,Palona,65
Shallan,Palona,70
Shallan,Palona,88
Shallan,Palona,92
Shallan,Palona,98
Shallan,Pattern,2
Shallan,Pattern,9
Shallan,Pattern,10
Shallan,Pattern,13
Shallan,Pattern,18
Shallan,Pattern,20
Shallan,Pattern,22
Shallan,Pattern,25
Shallan,Pattern,26
Shallan,Pattern,29
Shallan,Pattern,35
Shallan,Pattern,37
Shallan,Pattern,39
Shallan,Pattern,44
Shallan,Pattern,46
Shallan,Pattern,48
Shallan,Pattern,50
Shallan,Pattern,51
Shallan,Pattern,55
Shallan,Pattern,57
Shallan,Pattern,60
Shallan,Pattern,62
Shallan,Pattern,65
Shallan,Pattern,70
Shallan,Pattern,73
Shallan,Pattern,74
Shallan,Pattern,79
Shallan,Pattern,80
Shallan,Pattern,82
Shallan,Pattern,85
Shallan,Pattern,89
Shallan,Pattern,90
Shallan,Pattern,93
Shallan,Pattern,95
Shallan,Pattern,96
Shallan,Pattern,97
Shallan,Pattern,98
Shallan,Pattern,99
Shallan,Pattern,100
Shallan,Szeth,2
Shallan,Szeth,97
Shallan,Szeth,98
Shallan,Szeth,99
Shallan,Szeth,100
Shallan,Szeth,101
Shallan,Taravangian,2
Shallan,Taravangian,101
Shallan,Tyn,2
Shallan,Tyn,26
Shallan,Tyn,29
Shallan,Tyn,33
Shallan,Tyn,35
Shallan,Tyn,36
Shallan,Tyn,37
Shallan,Tyn,39
Shallan,Tyn,44
Shallan,Tyn,46
Shallan,Tyn,50
Shallan,Tyn,51
Shallan,Tyn,57
Shallan,Tyn,60
Shallan,Tyn,62
Shallan,Tyn,73
Shallan,Tyn,79
Shallan,Ym,2
Shallan,Adolin,4
Shallan,Adolin,19
Shallan,Adolin,29
Shallan,Adolin,35
Shallan,Adolin,37
Shallan,Adolin,44
Shallan,Adolin,46
Shallan,Adolin,48
Shallan,Adolin,51
Shallan,Adolin,52
Shallan,Adolin,55
Shallan,Adolin,57
Shallan,Adolin,58
Shallan,Adolin,60
Shallan,Adolin,61
Shallan,Adolin,62
Shallan,Adolin,63
Shallan,Adolin,64
Shallan,Adolin,65
Shallan,Adolin,70
Shallan,Adolin,73
Shallan,Adolin,77
Shallan,Adolin,78
Shallan,Adolin,79
Shallan,Adolin,80
Shallan,Adolin,81
Shallan,Adolin,82
Shallan,Adolin,84
Shallan,Adolin,85
Shallan,Adolin,88
Shallan,Adolin,89
Shallan,Adolin,90
Shallan,Adolin,91
Shallan,Adolin,92
Shallan,Adolin,93
Shallan,Adolin,94
Shallan,Adolin,95
Shallan,Adolin,96
Shallan,Adolin,97
Shallan,Adolin,98
Shallan,Adolin,99
Shallan,Adolin,100
Shallan,Adolin,101
Shallan,Ashlv,4
Shallan,Balat,4
Shallan,Balat,24
Shallan,Balat,32
Shallan,Balat,47
Shallan,Balat,53
Shallan,Balat,56
Shallan,Balat,71
Shallan,Balat,74
Shallan,Balat,75
Shallan,Balat,82
Shallan,Balat,83
Shallan,Beznk,4
Shallan,Dalinar,4
Shallan,Dalinar,19
Shallan,Dalinar,29
Shallan,Dalinar,33
Shallan,Dalinar,35
Shallan,Dalinar,36
Shallan,Dalinar,37
Shallan,Dalinar,39
Shallan,Dalinar,44
Shallan,Dalinar,46
Shallan,Dalinar,48
Shallan,Dalinar,52
Shallan,Dalinar,57
Shallan,Dalinar,58
Shallan,Dalinar,60
Shallan,Dalinar,61
Shallan,Dalinar,63
Shallan,Dalinar,64
Shallan,Dalinar,65
Shallan,Dalinar,70
Shallan,Dalinar,73
Shallan,Dalinar,77
Shallan,Dalinar,78
Shallan,Dalinar,79
Shallan,Dalinar,81
Shallan,Dalinar,82
Shallan,Dalinar,84
Shallan,Dalinar,85
Shallan,Dalinar,88
Shallan,Dalinar,89
Shallan,Dalinar,90
Shallan,Dalinar,91
Shallan,Dalinar,92
Shallan,Dalinar,93
Shallan,Dalinar,94
Shallan,Dalinar,95
Shallan,Dalinar,96
Shallan,Dalinar,97
Shallan,Dalinar,98
Shallan,Dalinar,99
Shallan,Dalinar,100
Shallan,Dalinar,101
Shallan,Devi,4
Shallan,Devi,53
Shallan,Devi,63
Shallan,Devi,94
Shallan,Jasnah,4
Shallan,Jasnah,6
Shallan,Jasnah,9
Shallan,Jasnah,10
Shallan,Jasnah,13
Shallan,Jasnah,18
Shallan,Jasnah,19
Shallan,Jasnah,20
Shallan,Jasnah,22
Shallan,Jasnah,29
Shallan,Jasnah,33
Shallan,Jasnah,35
Shallan,Jasnah,39
Shallan,Jasnah,44
Shallan,Jasnah,46
Shallan,Jasnah,47
Shallan,Jasnah,48
Shallan,Jasnah,50
Shallan,Jasnah,51
Shallan,Jasnah,55
Shallan,Jasnah,57
Shallan,Jasnah,60
Shallan,Jasnah,62
Shallan,Jasnah,63
Shallan,Jasnah,70
Shallan,Jasnah,73
Shallan,Jasnah,75
Shallan,Jasnah,77
Shallan,Jasnah,80
Shallan,Jasnah,84
Shallan,Jasnah,85
Shallan,Jasnah,89
Shallan,Jasnah,90
Shallan,Jasnah,92
Shallan,Jasnah,93
Shallan,Jasnah,99
Shallan,Jasnah,100
Shallan,Jasnah,101
Shallan,Longbrow,4
Shallan,Naladan,4
Shallan,Stormfather,4
Shallan,Stormfather,6
Shallan,Stormfather,9
Shallan,Stormfather,10
Shallan,Stormfather,13
Shallan,Stormfather,18
Shallan,Stormfather,19
Shallan,Stormfather,22
Shallan,Stormfather,24
Shallan,Stormfather,25
Shallan,Stormfather,26
Shallan,Stormfather,29
Shallan,Stormfather,33
Shallan,Stormfather,35
Shallan,Stormfather,36
Shallan,Stormfather,37
Shallan,Stormfather,39
Shallan,Stormfather,44
Shallan,Stormfather,50
Shallan,Stormfather,52
Shallan,Stormfather,53
Shallan,Stormfather,60
Shallan,Stormfather,61
Shallan,Stormfather,63
Shallan,Stormfather,75
Shallan,Stormfather,79
Shallan,Stormfather,80
Shallan,Stormfather,81
Shallan,Stormfather,82
Shallan,Stormfather,83
Shallan,Stormfather,84
Shallan,Stormfather,85
Shallan,Stormfather,91
Shallan,Stormfather,93
Shallan,Stormfather,95
Shallan,Stormfather,96
Shallan,Stormfather,98
Shallan,Stormfather,99
Shallan,Stormfather,101
Shallan,Tozbek,4
Shallan,Tozbek,9
Shallan,Tozbek,10
Shallan,Yalb,4
Shallan,Yalb,9
Shallan,Yalb,10
Shallan,Yalb,22
Shallan,Yalb,35
Shallan,Ivory,6
Shallan,Namar,6
Shallan,Nightwatcher,6
Shallan,Nightwatcher,9
Shallan,Nightwatcher,29
Shallan,Alai,9
Shallan,Shubalai,9
Shallan,Gavilar,10
Shallan,Gavilar,46
Shallan,Gavilar,52
Shallan,Gavilar,58
Shallan,Gavilar,61
