Source,Target,Chapter
Navani,Adolin,17
Navani,Adolin,18
Navani,Adolin,19
Navani,Adolin,21
Navani,Adolin,27
Navani,Adolin,28
Navani,Adolin,31
Navani,Adolin,33
Navani,Adolin,38
Navani,Adolin,44
Navani,Adolin,59
Navani,Adolin,75
Navani,Adolin,87
Navani,Adolin,120
Navani,Aesudan,2
Navani,Aesudan,18
Navani,Aesudan,95
Navani,Dalinar,2
Navani,Dalinar,3
Navani,Dalinar,4
Navani,Dalinar,5
Navani,Dalinar,6
Navani,Dalinar,7
Navani,Dalinar,8
Navani,Dalinar,9
Navani,Dalinar,11
Navani,Dalinar,12
Navani,Dalinar,14
Navani,Dalinar,15
Navani,Dalinar,17
Navani,Dalinar,18
Navani,Dalinar,19
Navani,Dalinar,20
Navani,Dalinar,21
Navani,Dalinar,27
Navani,Dalinar,28
Navani,Dalinar,33
Navani,Dalinar,38
Navani,Dalinar,43
Navani,Dalinar,44
Navani,Dalinar,45
Navani,Dalinar,46
Navani,Dalinar,48
Navani,Dalinar,49
Navani,Dalinar,56
Navani,Dalinar,58
Navani,Dalinar,59
Navani,Dalinar,70
Navani,Dalinar,72
Navani,Dalinar,75
Navani,Dalinar,80
Navani,Dalinar,87
Navani,Dalinar,100
Navani,Dalinar,112
Navani,Dalinar,114
Navani,Dalinar,115
Navani,Dalinar,121
Navani,Dalinar,125
Navani,Dalinar,126
Navani,Dalinar,127
Navani,Dalinar,130
Navani,Elhokar,2
Navani,Elhokar,5
Navani,Elhokar,8
Navani,Elhokar,9
Navani,Elhokar,10
Navani,Elhokar,11
Navani,Elhokar,18
Navani,Elhokar,19
Navani,Elhokar,20
Navani,Elhokar,45
Navani,Elhokar,70
Navani,Elhokar,95
Navani,Elhokar,108
Navani,Elhokar,119
Navani,Gavilar,2
Navani,Gavilar,5
Navani,Gavilar,6
Navani,Gavilar,9
Navani,Gavilar,11
Navani,Gavilar,15
Navani,Gavilar,18
Navani,Gavilar,21
Navani,Gavilar,44
Navani,Gavilar,47
Navani,Gavilar,48
Navani,Gavilar,59
Navani,Gavilar,74
Navani,Gavilar,87
Navani,Gavilar,95
Navani,Gavilar,117
Navani,Gereh,2
Navani,Gift,2
Navani,Gift,14
Navani,Gift,132
Navani,Gift,133
Navani,Hatham,2
Navani,Hatham,33
Navani,Hatham,59
Navani,Jasnah,2
Navani,Jasnah,4
Navani,Jasnah,5
Navani,Jasnah,7
Navani,Jasnah,8
Navani,Jasnah,9
Navani,Jasnah,10
Navani,Jasnah,11
Navani,Jasnah,12
Navani,Jasnah,14
Navani,Jasnah,15
Navani,Jasnah,17
Navani,Jasnah,18
Navani,Jasnah,19
Navani,Jasnah,20
Navani,Jasnah,21
Navani,Jasnah,27
Navani,Jasnah,28
Navani,Jasnah,33
Navani,Jasnah,38
Navani,Jasnah,45
Navani,Jasnah,56
Navani,Jasnah,59
Navani,Jasnah,75
Navani,Jasnah,80
Navani,Jasnah,87
Navani,Jasnah,100
Navani,Jasnah,112
Navani,Jasnah,115
Navani,Jasnah,116
Navani,Jasnah,125
Navani,Jasnah,126
Navani,Maratham,2
Navani,Nale,2
Navani,Nale,56
Navani,Nale,59
Navani,Nale,80
Navani,Renarin,2
Navani,Renarin,8
Navani,Renarin,10
Navani,Renarin,11
Navani,Renarin,12
Navani,Renarin,14
Navani,Renarin,15
Navani,Renarin,21
Navani,Renarin,33
Navani,Renarin,59
Navani,Renarin,70
Navani,Renarin,87
Navani,Renarin,102
Navani,Renarin,125
Navani,Renarin,126
Navani,Renarin,127
Navani,Rine,2
Navani,Talanah,2
Navani,Tomor,2
Navani,Tomor,4
Navani,Tomor,21
Navani,Tomor,43
Navani,Tomor,70
Navani,Sadeas,2
Navani,Sadeas,4
Navani,Sadeas,6
Navani,Sadeas,7
Navani,Sadeas,8
Navani,Sadeas,9
Navani,Sadeas,11
Navani,Sadeas,14
Navani,Sadeas,17
Navani,Sadeas,19
Navani,Sadeas,21
Navani,Sadeas,27
Navani,Sadeas,33
Navani,Sadeas,59
Navani,Abiajan,3
Navani,Abiajan,4
Navani,Aric,3
Navani,Dieno,3
Navani,Dieno,56
Navani,Dieno,59
Navani,Durnash,3
Navani,Hesina,3
Navani,Hesina,4
Navani,Hesina,20
Navani,Hesina,43
Navani,Hesina,49
Navani,Hesina,123
Navani,Hesina,132
Navani,Hesina,133
Navani,Jeber,3
Navani,Jeber,10
Navani,Kaladin,3
Navani,Kaladin,4
Navani,Kaladin,5
Navani,Kaladin,7
Navani,Kaladin,8
Navani,Kaladin,9
Navani,Kaladin,10
Navani,Kaladin,11
Navani,Kaladin,12
Navani,Kaladin,14
Navani,Kaladin,17
Navani,Kaladin,20
Navani,Kaladin,21
Navani,Kaladin,27
Navani,Kaladin,28
Navani,Kaladin,31
Navani,Kaladin,38
Navani,Kaladin,43
Navani,Kaladin,44
Navani,Kaladin,45
Navani,Kaladin,47
Navani,Kaladin,48
Navani,Kaladin,49
Navani,Kaladin,53
Navani,Kaladin,55
Navani,Kaladin,56
Navani,Kaladin,58
Navani,Kaladin,59
Navani,Kaladin,64
Navani,Kaladin,67
Navani,Kaladin,68
Navani,Kaladin,70
Navani,Kaladin,72
Navani,Kaladin,78
Navani,Kaladin,79
Navani,Kaladin,80
Navani,Kaladin,81
Navani,Kaladin,95
Navani,Kaladin,102
Navani,Kaladin,114
Navani,Kaladin,115
Navani,Kaladin,116
Navani,Kaladin,117
Navani,Kaladin,118
Navani,Kaladin,119
Navani,Kaladin,120
Navani,Kaladin,121
Navani,Kaladin,123
Navani,Kaladin,124
Navani,Kaladin,125
Navani,Kaladin,130
Navani,Laral,3
Navani,Laral,4
Navani,Laral,10
Navani,Laral,20
Navani,Laral,45
Navani,Laral,49
Navani,Laral,53
Navani,Lirin,3
Navani,Lirin,4
Navani,Lirin,5
Navani,Lirin,20
Navani,Lirin,27
Navani,Lirin,31
Navani,Lirin,43
Navani,Lirin,44
Navani,Lirin,45
Navani,Lirin,49
Navani,Lirin,118
Navani,Lirin,119
Navani,Lirin,120
Navani,Lirin,123
Navani,Lirin,124
Navani,Tien,3
Navani,Tien,7
Navani,Tien,8
Navani,Tien,10
Navani,Tien,11
Navani,Tien,45
Navani,Tien,55
Navani,Tien,64
Navani,Tien,72
Navani,Tien,120
Navani,Tien,130
Navani,Took,3
Navani,Roshone,3
Navani,Roshone,4
Navani,Roshone,7
Navani,Roshone,9
Navani,Roshone,10
Navani,Roshone,116
Navani,Roshone,119
Navani,Wistiow,3
Navani,Ialai,4
Navani,Ialai,6
Navani,Ialai,7
Navani,Ialai,8
Navani,Ialai,9
Navani,Ialai,10
Navani,Ialai,11
Navani,Ialai,12
Navani,Ialai,14
Navani,Ialai,15
Navani,Lyn,4
Navani,Lyn,5
Navani,Lyn,7
Navani,Lyn,12
Navani,Lyn,14
Navani,Lyn,44
Navani,Lyn,59
Navani,Lyn,112
Navani,Lyn,121
Navani,Lyn,125
Navani,Oroden,4
Navani,Oroden,20
Navani,Oroden,43
Navani,Oroden,45
Navani,Oroden,49
Navani,Pattern,4
Navani,Pattern,6
Navani,Pattern,7
Navani,Pattern,9
Navani,Pattern,10
Navani,Pattern,11
Navani,Pattern,14
Navani,Pattern,15
Navani,Pattern,27
Navani,Pattern,28
Navani,Pattern,38
Navani,Stormfather,4
Navani,Stormfather,5
Navani,Stormfather,10
Navani,Stormfather,11
Navani,Stormfather,13
Navani,Stormfather,14
Navani,Stormfather,17
Navani,Stormfather,18
Navani,Stormfather,19
Navani,Stormfather,20
Navani,Stormfather,21
Navani,Stormfather,28
Navani,Stormfather,45
Navani,Stormfather,55
Navani,Stormfather,56
Navani,Stormfather,75
Navani,Stormfather,79
Navani,Stormfather,80
Navani,Stormfather,115
Navani,Stormfather,120
Navani,Stormfather,121
Navani,Stormfather,125
Navani,Stormfather,126
Navani,Stormfather,130
Navani,Syl,4
Navani,Syl,7
Navani,Syl,8
Navani,Syl,9
Navani,Syl,10
Navani,Syl,11
Navani,Syl,12
Navani,Syl,14
Navani,Syl,17
Navani,Syl,20
Navani,Syl,27
Navani,Syl,28
Navani,Syl,31
Navani,Syl,38
Navani,Syl,44
Navani,Syl,45
Navani,Syl,47
Navani,Syl,48
Navani,Syl,49
Navani,Syl,53
Navani,Syl,55
Navani,Syl,58
Navani,Syl,64
Navani,Syl,67
Navani,Syl,68
Navani,Syl,70
Navani,Syl,72
Navani,Syl,79
Navani,Syl,102
Navani,Syl,116
Navani,Syl,117
Navani,Syl,119
Navani,Syl,120
Navani,Syl,121
Navani,Syl,124
Navani,Syl,130
Navani,Syl,132
Navani,Syl,133
Navani,Teft,4
Navani,Teft,7
Navani,Teft,10
Navani,Teft,11
Navani,Teft,12
Navani,Teft,14
Navani,Teft,20
Navani,Teft,31
Navani,Teft,43
Navani,Teft,44
Navani,Teft,45
Navani,Teft,49
Navani,Teft,53
Navani,Teft,55
Navani,Teft,58
Navani,Teft,59
Navani,Teft,64
Navani,Teft,68
Navani,Teft,72
Navani,Teft,79
Navani,Teft,102
Navani,Teft,114
Navani,Teft,117
Navani,Teft,118
Navani,Teft,119
Navani,Teft,120
Navani,Teft,121
Navani,Teft,123
Navani,Teft,125
Navani,Teft,130
Navani,Sebarial,4
Navani,Sebarial,15
Navani,Sebarial,33
Navani,Sebarial,59
Navani,Falilar,5
Navani,Falilar,8
Navani,Falilar,21
Navani,Falilar,33
Navani,Falilar,34
Navani,Falilar,43
Navani,Falilar,55
Navani,Falilar,70
Navani,Ka,5
Navani,Ka,14
Navani,Kmakl,5
Navani,Kmakl,8
Navani,Kmakl,21
Navani,Kmakl,59
Navani,Nightwatcher,5
Navani,Nightwatcher,55
Navani,Nightwatcher,75
Navani,Nightwatcher,130
Navani,Rushu,5
Navani,Rushu,8
Navani,Rushu,18
Navani,Rushu,21
Navani,Rushu,43
Navani,Rushu,44
Navani,Rushu,48
Navani,Rushu,55
Navani,Rushu,58
Navani,Rushu,70
Navani,Rushu,74
Navani,Rushu,87
Navani,Sibling,5
Navani,Sibling,16
Navani,Sibling,28
Navani,Sibling,43
Navani,Sibling,44
Navani,Sibling,45
Navani,Sibling,46
Navani,Sibling,47
Navani,Sibling,48
Navani,Sibling,55
Navani,Sibling,58
Navani,Sibling,64
Navani,Sibling,68
Navani,Sibling,70
Navani,Sibling,72
Navani,Sibling,78
Navani,Sibling,79
Navani,Sibling,80
Navani,Sibling,81
Navani,Sibling,87
Navani,Sibling,95
Navani,Sibling,100
Navani,Sibling,102
Navani,Sibling,103
Navani,Sibling,108
Navani,Sibling,114
Navani,Sibling,116
Navani,Sibling,118
Navani,Sibling,119
Navani,Sibling,120
Navani,Sibling,121
Navani,Sibling,123
Navani,Sibling,124
Navani,Sibling,125
Navani,Sibling,126
Navani,Sibling,127
Navani,Sibling,130
Navani,Velat,5
Navani,Mraize,6
Navani,Mraize,9
Navani,Mraize,10
Navani,Mraize,11
Navani,Mraize,15
Navani,Mraize,28
Navani,Mraize,38
Navani,Ulina,6
Navani,Ulina,8
Navani,Beard,7
Navani,Cord,7
Navani,Cord,14
Navani,Cord,17
Navani,Cord,56
Navani,Cord,132
Navani,Cord,133
Navani,Dabbid,7
Navani,Dabbid,14
Navani,Dabbid,43
Navani,Dabbid,44
Navani,Dabbid,45
Navani,Dabbid,46
Navani,Dabbid,48
Navani,Dabbid,58
Navani,Dabbid,64
Navani,Dabbid,70
Navani,Dabbid,72
Navani,Dabbid,79
Navani,Dabbid,102
Navani,Dabbid,114
Navani,Dabbid,116
Navani,Dabbid,118
Navani,Dabbid,123
Navani,Dabbid,125
Navani,Dabbid,130
Navani,Dabbid,132
Navani,Dabbid,133
Navani,Drehy,7
Navani,Drehy,12
Navani,Drehy,14
Navani,Drehy,20
Navani,Godeke,7
Navani,Godeke,9
Navani,Godeke,10
Navani,Godeke,21
Navani,Godeke,27
Navani,Godeke,28
Navani,Leshwi,7
Navani,Leshwi,8
Navani,Leshwi,10
Navani,Leshwi,12
Navani,Leshwi,13
Navani,Leshwi,16
Navani,Leshwi,47
Navani,Leshwi,79
Navani,Leshwi,103
Navani,Leshwi,116
Navani,Leshwi,118
Navani,Leshwi,120
Navani,Leshwi,121
Navani,Leshwi,123
Navani,Leshwi,125
Navani,Leven,7
Navani,Leyten,7
Navani,Leyten,10
Navani,Leyten,12
Navani,Leyten,14
Navani,Leyten,112
Navani,Leyten,125
Navani,Lift,7
Navani,Lift,9
Navani,Lift,10
Navani,Lift,11
Navani,Lift,21
Navani,Lift,27
Navani,Lift,28
Navani,Lift,47
Navani,Lift,58
Navani,Lift,64
Navani,Lift,70
Navani,Lift,78
Navani,Lift,80
Navani,Lift,102
Navani,Lift,114
Navani,Lift,115
Navani,Lift,116
Navani,Lift,117
Navani,Lift,118
Navani,Lift,123
Navani,Lift,130
Navani,Lift,132
Navani,Lift,133
Navani,Lopen,7
Navani,Lopen,11
Navani,Lopen,12
Navani,Lopen,14
Navani,Lopen,45
Navani,Lopen,55
Navani,Lopen,58
Navani,Lopen,64
Navani,Lopen,72
Navani,Sigzil,7
Navani,Sigzil,8
Navani,Sigzil,12
Navani,Sigzil,14
Navani,Sigzil,17
Navani,Sigzil,20
Navani,Sigzil,21
Navani,Sigzil,55
Navani,Sigzil,56
Navani,Sigzil,58
Navani,Sigzil,59
Navani,Sigzil,102
Navani,Sigzil,112
Navani,Sigzil,125
Navani,Sigzil,130
Navani,Moash,8
Navani,Moash,10
Navani,Moash,11
Navani,Moash,12
Navani,Moash,14
Navani,Moash,16
Navani,Moash,48
Navani,Moash,55
Navani,Moash,79
Navani,Moash,116
Navani,Moash,117
Navani,Moash,118
Navani,Moash,119
Navani,Moash,120
Navani,Moash,121
Navani,Moash,123
Navani,Moash,124
Navani,Moash,125
Navani,Moash,127
Navani,Nalma,8
Navani,Nalma,53
Navani,Thanadal,8
Navani,Thanadal,9
Navani,Thanadal,11
Navani,Thanadal,33
Navani,Beryl,9
Navani,Beryl,27
Navani,Beryl,38
Navani,Gavinor,9
Navani,Gavinor,18
Navani,Gaz,9
Navani,Gaz,10
Navani,Gaz,11
Navani,Gaz,45
Navani,Gaz,67
Navani,Gen,9
Navani,Ishnah,9
Navani,Ishnah,10
Navani,Ishnah,15
Navani,Ishnah,27
Navani,Natem,9
Navani,Vathah,9
Navani,Vathah,27
Navani,Vathah,38
Navani,Waber,9
Navani,Dunny,10
Navani,Jaks,10
Navani,Mart,10
Navani,Hav,11
Navani,Hav,17
Navani,Hav,68
Navani,Helaran,11
Navani,Helaran,15
Navani,Iyatil,11
Navani,Iyatil,15
Navani,Laran,11
Navani,Laran,12
Navani,Peet,12
Navani,Rlain,12
Navani,Rlain,14
Navani,Rlain,17
Navani,Rlain,18
Navani,Rlain,43
Navani,Rlain,44
Navani,Rlain,45
Navani,Rlain,48
Navani,Rlain,64
Navani,Rlain,76
Navani,Rlain,102
Navani,Rlain,114
Navani,Rlain,116
Navani,Rlain,118
Navani,Rlain,123
Navani,Rlain,125
Navani,Vratim,12
Navani,Vratim,17
Navani,Yunfah,12
Navani,Yunfah,17
Navani,Dul,13
Navani,Dul,17
Navani,Dul,116
Navani,Eshonai,13
Navani,Eshonai,16
Navani,Eshonai,18
Navani,Eshonai,44
Navani,Eshonai,76
Navani,Lezian,13
Navani,Lezian,16
Navani,Lezian,130
Navani,Mazish,13
Navani,Mazish,116
Navani,Shumin,13
Navani,Shumin,116
Navani,Timbre,13
Navani,Timbre,16
Navani,Timbre,43
Navani,Timbre,44
Navani,Timbre,47
Navani,Timbre,48
Navani,Timbre,76
Navani,Timbre,103
Navani,Timbre,116
Navani,Timbre,118
Navani,Timbre,120
Navani,Timbre,121
Navani,Timbre,123
Navani,Timbre,125
Navani,Venli,13
Navani,Venli,16
Navani,Venli,43
Navani,Venli,44
Navani,Venli,47
Navani,Venli,48
Navani,Venli,76
Navani,Venli,102
Navani,Venli,103
Navani,Venli,114
Navani,Venli,116
Navani,Venli,118
Navani,Venli,120
Navani,Venli,121
Navani,Venli,123
Navani,Venli,125
Navani,Vod,13
Navani,Yokska,13
Navani,Dakhnah,14
Navani,Hem,14
Navani,Jor,14
Navani,Jor,130
Navani,Kryst,14
Navani,Mel,14
Navani,Ristina,14
Navani,Balat,15
Navani,Jushu,15
Navani,Maps,15
Navani,Sja-anat,15
Navani,Sja-anat,127
Navani,Talanan,15
Navani,Wikim,15
Navani,Jeshishin,16
Navani,Raboniel,16
Navani,Raboniel,43
Navani,Raboniel,44
Navani,Raboniel,47
Navani,Raboniel,48
Navani,Raboniel,55
Navani,Raboniel,58
Navani,Raboniel,70
Navani,Raboniel,74
Navani,Raboniel,76
Navani,Raboniel,78
Navani,Raboniel,79
Navani,Raboniel,81
Navani,Raboniel,87
Navani,Raboniel,95
Navani,Raboniel,100
Navani,Raboniel,103
Navani,Raboniel,108
Navani,Raboniel,116
Navani,Raboniel,118
Navani,Raboniel,119
Navani,Raboniel,120
Navani,Raboniel,121
Navani,Raboniel,123
Navani,Raboniel,124
Navani,Raboniel,125
Navani,Raboniel,127
Navani,Taravangian,16
Navani,Taravangian,18
Navani,Taravangian,19
Navani,Taravangian,20
Navani,Taravangian,21
Navani,Taravangian,27
Navani,Taravangian,33
Navani,Taravangian,46
Navani,Taravangian,56
Navani,Taravangian,59
Navani,Taravangian,75
Navani,Taravangian,80
Navani,Taravangian,112
Navani,Taravangian,115
Navani,Taravangian,125
Navani,Taravangian,126
Navani,Taravangian,127
Navani,Taravangian,130
Navani,Uriam,16
Navani,Lahar,17
Navani,Benneh,18
Navani,Elthebar,18
Navani,Elthebar,48
Navani,Elthebar,80
Navani,Nem,18
Navani,Nem,44
Navani,Sixteen,18
Navani,Szeth,18
Navani,Szeth,19
Navani,Szeth,33
Navani,Szeth,56
Navani,Szeth,59
Navani,Szeth,74
Navani,Szeth,75
Navani,Szeth,80
Navani,Szeth,87
Navani,Szeth,112
Navani,Szeth,115
Navani,Szeth,125
Navani,Szeth,127
Navani,Szeth,130
Navani,Szeth,132
Navani,Szeth,133
Navani,Talnah,18
Navani,Talnah,44
Navani,Ishar,19
Navani,Ishar,56
Navani,Ishar,80
Navani,Ishar,112
Navani,Ishar,115
Navani,Ishar,121
Navani,Ishar,125
Navani,Ishar,126
Navani,Ishar,127
Navani,Ishar,130
Navani,Kalak,19
Navani,Shalash,19
Navani,Shalash,59
Navani,Shalash,80
Navani,Shalash,95
Navani,Shalash,125
Navani,Glys,21
Navani,Hanavanar,21
Navani,Ivory,21
Navani,Noura,21
Navani,Noura,59
Navani,Noura,115
Navani,Resi,21
Navani,Resi,45
Navani,Resi,58
Navani,Sebasinar,21
Navani,Wyndle,21
Navani,Yanagawn,21
Navani,Yanagawn,115
Navani,Arshqqam,27
Navani,Arshqqam,28
Navani,Gallant,27
Navani,Gallant,28
Navani,Gallant,38
Navani,Malli,27
Navani,Merit,27
Navani,Stargyle,27
Navani,Stargyle,112
Navani,Urad,27
Navani,Archinal,28
Navani,Ledder,28
Navani,Mayalaran,28
Navani,Sureblood,28
Navani,Aladar,31
Navani,Aladar,33
Navani,Aladar,45
Navani,Aladar,59
Navani,Cressa,31
Navani,Noril,31
Navani,Noril,44
Navani,Noril,123
Navani,Noril,124
Navani,Noril,130
Navani,Yara,31
Navani,Anesa,33
Navani,Badali,33
Navani,Bethab,33
Navani,Bethab,59
Navani,Isabi,33
Navani,Isabi,34
Navani,Isabi,43
Navani,Isabi,48
Navani,Palona,33
Navani,Roion,33
Navani,Roion,46
Navani,Roion,48
Navani,Roion,59
Navani,Ruthar,33
Navani,Ruthar,59
Navani,Kalami,34
Navani,Kalami,43
Navani,Kalami,45
Navani,Kalami,78
Navani,Notum,38
Navani,Ornament,38
Navani,Chananar,43
Navani,Kristir,43
Navani,Lakin,43
Navani,Rothan,43
Navani,Rothan,121
Navani,Lorain,45
Navani,Phendorana,45
Navani,Phendorana,102
Navani,Phendorana,117
Navani,Phendorana,118
Navani,Gavri,46
Navani,Radathavian,46
Navani,Shuanor,46
Navani,Teofil,46
Navani,Teofil,47
Navani,Teofil,48
Navani,Tshadr,46
Navani,Melishi,48
Navani,Melishi,75
Navani,Ulim,48
Navani,Ulim,76
Navani,Ulvlk,48
Navani,Venan,48
Navani,Vrandl,48
Navani,Alili,49
Navani,Bisig,55
Navani,Inabar,55
Navani,Neshan,55
Navani,Vevanara,55
Navani,Jezrien,56
Navani,Jezrien,125
Navani,Kuno,58
Navani,Evi,59
Navani,Evi,116
Navani,Isom,59
Navani,Omal,59
Navani,Rayse,59
Navani,Savrahalidem,59
Navani,Relador,64
Navani,El,68
Navani,El,112
Navani,El,114
Navani,El,115
Navani,El,116
Navani,El,117
Navani,El,118
Navani,El,119
Navani,El,120
Navani,El,121
Navani,El,123
Navani,El,124
Navani,El,125
Navani,El,126
Navani,El,127
Navani,El,130
Navani,Tanavast,75
Navani,Tanavast,121
Navani,Jaxlim,76
Navani,Martra,80
Navani,Ba-Ado-Mishram,95
Navani,Nergaoul,95
Navani,Mizthla,100
Navani,Essu,108
Navani,Malal,121
Navani,Riah,123
Navani,Adin,125
Navani,Adin,132
Navani,Adin,133
Navani,Mela,125
Navani,Nohadon,125
Navani,Vespan,125
Navani,Chiri-Chiri,132
Navani,Chiri-Chiri,133
Navani,Spark,132
Navani,Spark,133
Navani,Star,132
Navani,Star,133
Navani,Testament,132
Navani,Testament,133
Pailiah,Shallan,1
Pailiah,Skar,1
Pailiah,Talenel,1
Shallan,Skar,1
Shallan,Skar,7
Shallan,Skar,14
