Source,Target,Chapter
Navani,Dalar,78
Navani,Dallet,78
Navani,Dunny,78
Navani,Goshel,78
Navani,Lirin,78
Navani,Maps,78
Navani,Mesh,78
Navani,Sheler,78
Navani,Sigzil,78
Navani,Syl,78
Navani,Syl,80
Navani,Tashlin,78
Navani,Tien,78
Navani,Roshone,78
Navani,Tukks,78
Navani,Varth,78
Navani,Bru,80
Navani,Lamaril,80
Navani,Makal,80
Shallan,Skar,1
Shallan,Evi,2
Shallan,Kabsal,2
Shallan,Kabsal,11
Shallan,Kabsal,12
Shallan,Kabsal,38
Shallan,Kabsal,42
Shallan,Kabsal,45
Shallan,Kabsal,48
Shallan,Kabsal,51
Shallan,Kabsal,54
Shallan,Kabsal,57
Shallan,Kabsal,59
Shallan,Kabsal,81
Shallan,Kabsal,85
Shallan,Ashlv,7
Shallan,Jasnah,7
Shallan,Jasnah,9
Shallan,Jasnah,11
Shallan,Jasnah,12
Shallan,Jasnah,17
Shallan,Jasnah,38
Shallan,Jasnah,42
Shallan,Jasnah,45
Shallan,Jasnah,48
Shallan,Jasnah,51
Shallan,Jasnah,54
Shallan,Jasnah,57
Shallan,Jasnah,59
Shallan,Jasnah,81
Shallan,Jasnah,83
Shallan,Jasnah,85
Shallan,Tozbek,7
Shallan,Tozbek,12
Shallan,Tozbek,51
Shallan,Tozbek,54
Shallan,Valam,7
Shallan,Yalb,7
Shallan,Yalb,11
Shallan,Yalb,12
Shallan,Elhokar,9
Shallan,Elhokar,51
Shallan,Fabrisan,9
Shallan,Gabrathin,9
Shallan,Gabrathin,12
Shallan,Gevelmar,9
Shallan,Lhan,9
Shallan,Manaline,9
Shallan,Manaline,12
Shallan,Nashan,9
Shallan,Niali,9
Shallan,Nohadon,9
Shallan,Placini,9
Shallan,Placini,12
Shallan,Shauka-daughter-Hasweth,9
Shallan,Shauka-daughter-Hasweth,12
Shallan,Stormfather,9
Shallan,Stormfather,12
Shallan,Stormfather,45
Shallan,Stormfather,48
Shallan,Stormfather,51
Shallan,Stormfather,54
Shallan,Stormfather,57
Shallan,Stormfather,83
Shallan,Syasikk,9
Shallan,Taravangian,9
Shallan,Taravangian,38
Shallan,Taravangian,45
Shallan,Taravangian,48
Shallan,Taravangian,57
Shallan,Tormas,9
Shallan,Yustara,9
Shallan,Yustara,12
Shallan,Balat,11
Shallan,Balat,17
Shallan,Balat,38
Shallan,Balat,42
Shallan,Balat,48
Shallan,Balat,51
Shallan,Balat,85
Shallan,Lhanin,11
Shallan,Luesh,11
Shallan,Luesh,38
Shallan,Luesh,48
Shallan,Luesh,85
Shallan,Vedel,11
Shallan,Artmyrn,12
Shallan,Barmest,12
Shallan,Helaran,12
Shallan,Helaran,17
Shallan,Rencalt,12
Shallan,Tomor,12
Shallan,Tomor,54
Shallan,Jushu,17
Shallan,Jushu,38
Shallan,Jushu,42
Shallan,Scrak,17
Shallan,Wikim,17
Shallan,Wikim,38
Shallan,Wikim,42
Shallan,Coldwin,38
Shallan,Coldwin,51
Shallan,Dalinar,38
Shallan,Dalinar,54
Shallan,Gavarah,38
Shallan,Gavilar,38
Shallan,Gavilar,42
Shallan,Gavilar,45
Shallan,Gavilar,54
Shallan,Gregorh,38
Shallan,Hanavanar,38
Shallan,Hasavah,38
Shallan,Hasavah,51
Shallan,Masly,38
Shallan,Masly,51
Shallan,Mederia,38
Shallan,Varas,38
Shallan,Guvlow,42
Shallan,Guvlow,51
Shallan,Habsant,42
Shallan,Myalmr,42
Shallan,Spark,42
Shallan,Talatin,42
Shallan,Talatin,51
Shallan,Alezarv,48
Shallan,Calinam,48
Shallan,Cormshen,51
Shallan,Cormshen,57
Shallan,Innia,51
Shallan,Ixil,51
Shallan,Klade,54
Shallan,Matain,54
Shallan,Tifandor,54
Shallan,Traxil,54
Shallan,Mungam,57
Skar,Dunny,30
Skar,Dunny,34
Skar,Dunny,49
Skar,Dunny,52
Skar,Dunny,55
Skar,Dunny,58
Skar,Dunny,64
Skar,Dunny,66
Skar,Dunny,68
Skar,Dunny,78
Skar,Gaz,30
Skar,Gaz,34
Skar,Gaz,39
Skar,Gaz,47
Skar,Gaz,49
Skar,Gaz,52
Skar,Gaz,55
Skar,Gaz,58
Skar,Gaz,64
Skar,Gaz,66
Skar,Gaz,68
Skar,Jaks,30
Skar,Jaks,34
Skar,Jaks,52
Skar,Jaks,66
Skar,Jaks,79
Skar,Jaks,84
Skar,Kaladin,30
Skar,Kaladin,34
Skar,Kaladin,39
Skar,Kaladin,47
Skar,Kaladin,49
Skar,Kaladin,52
Skar,Kaladin,55
Skar,Kaladin,58
Skar,Kaladin,64
Skar,Kaladin,66
Skar,Kaladin,68
Skar,Kaladin,73
Skar,Kaladin,74
Skar,Kaladin,76
Skar,Kaladin,77
Skar,Kaladin,78
Skar,Kaladin,79
Skar,Kaladin,84
Skar,Leyten,30
Skar,Leyten,34
Skar,Leyten,47
Skar,Leyten,52
Skar,Leyten,58
Skar,Leyten,66
Skar,Leyten,73
Skar,Leyten,74
Skar,Leyten,77
Skar,Natam,30
Skar,Natam,49
Skar,Rayse,30
Skar,Syl,30
Skar,Syl,34
Skar,Syl,39
Skar,Syl,49
Skar,Syl,52
Skar,Syl,55
Skar,Syl,58
Skar,Syl,66
Skar,Syl,68
Skar,Syl,73
Skar,Syl,74
Skar,Syl,78
Skar,Syl,79
Skar,Syl,84
Skar,Teft,30
Skar,Teft,34
Skar,Teft,39
Skar,Teft,47
Skar,Teft,49
Skar,Teft,52
Skar,Teft,55
Skar,Teft,58
Skar,Teft,64
Skar,Teft,66
Skar,Teft,68
Skar,Teft,73
Skar,Teft,74
Skar,Teft,76
Skar,Teft,77
Skar,Teft,78
Skar,Teft,79
Skar,Teft,84
Skar,Roshone,30
Skar,Roshone,78
Skar,Sadeas,30
Skar,Sadeas,34
Skar,Sadeas,39
Skar,Sadeas,47
Skar,Sadeas,49
Skar,Sadeas,52
Skar,Sadeas,55
Skar,Sadeas,58
Skar,Sadeas,64
Skar,Sadeas,66
Skar,Sadeas,68
Skar,Sadeas,73
Skar,Sadeas,74
Skar,Sadeas,76
Skar,Sadeas,77
Skar,Sadeas,78
Skar,Sadeas,79
Skar,Sadeas,84
Skar,Wistiow,30
Skar,Dabbid,34
Skar,Dabbid,49
Skar,Dabbid,55
Skar,Dabbid,58
Skar,Dabbid,64
Skar,Dabbid,66
Skar,Dabbid,73
Skar,Dabbid,74
Skar,Dabbid,78
Skar,Drehy,34
Skar,Drehy,58
Skar,Drehy,64
Skar,Drehy,66
Skar,Drehy,73
Skar,Drehy,76
Skar,Drehy,77
Skar,Drehy,78
Skar,Drehy,79
Skar,Drehy,84
Skar,Hobber,34
Skar,Hobber,49
Skar,Hobber,52
Skar,Hobber,74
Skar,Maps,34
Skar,Maps,49
Skar,Maps,52
Skar,Maps,66
Skar,Maps,68
Skar,Maps,78
Skar,Moash,34
Skar,Moash,39
Skar,Moash,49
Skar,Moash,52
Skar,Moash,55
Skar,Moash,58
Skar,Moash,64
Skar,Moash,66
Skar,Moash,68
Skar,Moash,73
Skar,Moash,74
Skar,Moash,76
Skar,Moash,77
Skar,Moash,78
Skar,Moash,79
Skar,Moash,84
Skar,Narm,34
Skar,Narm,39
Skar,Narm,73
Skar,Narm,79
Skar,Narm,84
Skar,Nightwatcher,34
Skar,Nightwatcher,55
Skar,Nightwatcher,76
Skar,Peet,34
Skar,Peet,39
Skar,Peet,49
Skar,Peet,52
Skar,Peet,68
Skar,Peet,77
Skar,Peet,79
Skar,Peet,84
Skar,Sigzil,34
Skar,Sigzil,49
Skar,Sigzil,52
Skar,Sigzil,55
Skar,Sigzil,66
Skar,Sigzil,68
Skar,Sigzil,73
Skar,Sigzil,74
Skar,Sigzil,78
Skar,Sigzil,79
Skar,Sigzil,84
Skar,Stormfather,34
Skar,Stormfather,39
Skar,Stormfather,47
Skar,Stormfather,49
Skar,Stormfather,55
Skar,Stormfather,64
Skar,Stormfather,66
Skar,Stormfather,68
Skar,Stormfather,73
Skar,Stormfather,76
Skar,Stormfather,78
Skar,Stormfather,79
Skar,Stormfather,84
Skar,Tien,34
Skar,Tien,47
Skar,Tien,52
Skar,Tien,55
Skar,Tien,68
Skar,Tien,73
Skar,Tien,74
Skar,Tien,78
Skar,Torfin,34
Skar,Torfin,49
Skar,Tukks,34
Skar,Tukks,52
Skar,Tukks,58
Skar,Tukks,68
Skar,Tukks,73
Skar,Tukks,78
Skar,Yake,34
Skar,Yake,55
Skar,Yake,68
Skar,Yake,74
Skar,Amark,39
Skar,Amark,68
Skar,Bisig,39
Skar,Bisig,49
Skar,Bisig,55
Skar,Ixsix,39
Skar,Koolf,39
Skar,Lamaril,39
Skar,Lamaril,47
Skar,Lamaril,52
Skar,Dallet,47
Skar,Dallet,52
Skar,Dallet,66
Skar,Dallet,68
Skar,Dallet,73
Skar,Dallet,78
Skar,Goshel,47
Skar,Goshel,52
Skar,Goshel,68
Skar,Goshel,78
Skar,Ambrian,49
Skar,Idolir,49
Skar,Lopen,49
Skar,Lopen,55
Skar,Lopen,58
Skar,Lopen,64
Skar,Lopen,66
Skar,Lopen,68
Skar,Lopen,73
Skar,Lopen,74
Skar,Lopen,76
Skar,Lopen,77
Skar,Lopen,78
Skar,Lopen,79
Skar,Lopen,84
Skar,Treff,49
Skar,Durk,52
Skar,Durk,55
Skar,Durk,58
Skar,Hashal,52
Skar,Hashal,55
Skar,Hashal,58
Skar,Hashal,64
Skar,Hashal,66
Skar,Hashal,68
Skar,Hashal,73
Skar,Hashal,74
Skar,Tvlakv,52
Skar,Adolin,55
Skar,Adolin,66
Skar,Adolin,76
Skar,Adolin,77
Skar,Adolin,78
Skar,Adolin,79
Skar,Bru,55
Skar,Delp,55
Skar,Terxim,55
Skar,Tivbet,55
Skar,Allahn,58
Skar,Extes,58
Skar,Varth,58
Skar,Varth,78
Skar,Lirin,64
Skar,Lirin,68
Skar,Lirin,78
Skar,Sixteen,64
Skar,Alazansi,66
Skar,Dalinar,66
Skar,Dalinar,68
Skar,Dalinar,73
Skar,Dalinar,76
Skar,Dalinar,77
Skar,Dalinar,78
Skar,Dalinar,79
Skar,Dalinar,84
Skar,Jezrien,66
Skar,Malop,66
Skar,Malop,79
Skar,Malop,84
Skar,Nalma,66
Skar,Nalma,68
Skar,Arik,68
Skar,Derethil,68
Skar,Hav,68
Skar,Nafti,68
Skar,Tarah,73
Skar,Tarah,74
Skar,Elhokar,76
Skar,Elhokar,77
Skar,Elhokar,84
Skar,Gavilar,76
Skar,Renarin,77
Skar,Renarin,79
Skar,Cenn,78
Skar,Dalar,78
Skar,Mesh,78
Skar,Sheler,78
Skar,Tashlin,78
Skar,Gallant,79
Skar,Havar,79
Skar,Malan,79
Skar,Sureblood,79
Evi,Kabsal,2
Kabsal,Balat,11
Kabsal,Balat,38
Kabsal,Balat,42
Kabsal,Balat,48
Kabsal,Balat,51
Kabsal,Balat,85
Kabsal,Jasnah,11
Kabsal,Jasnah,12
Kabsal,Jasnah,38
Kabsal,Jasnah,42
Kabsal,Jasnah,45
Kabsal,Jasnah,48
Kabsal,Jasnah,51
Kabsal,Jasnah,54
Kabsal,Jasnah,57
Kabsal,Jasnah,59
Kabsal,Jasnah,81
Kabsal,Jasnah,85
Kabsal,Lhanin,11
Kabsal,Luesh,11
Kabsal,Luesh,38
Kabsal,Luesh,48
Kabsal,Luesh,85
Kabsal,Vedel,11
Kabsal,Yalb,11
Kabsal,Yalb,12
Kabsal,Artmyrn,12
Kabsal,Barmest,12
Kabsal,Gabrathin,12
Kabsal,Helaran,12
Kabsal,Manaline,12
Kabsal,Placini,12
Kabsal,Rencalt,12
Kabsal,Shauka-daughter-Hasweth,12
Kabsal,Stormfather,12
Kabsal,Stormfather,45
Kabsal,Stormfather,48
Kabsal,Stormfather,51
Kabsal,Stormfather,54
Kabsal,Stormfather,57
Kabsal,Tomor,12
Kabsal,Tomor,54
Kabsal,Tozbek,12
Kabsal,Tozbek,51
Kabsal,Tozbek,54
Kabsal,Yustara,12
Kabsal,Coldwin,38
Kabsal,Coldwin,51
Kabsal,Dalinar,38
Kabsal,Dalinar,54
Kabsal,Gavarah,38
Kabsal,Gavilar,38
Kabsal,Gavilar,42
Kabsal,Gavilar,45
Kabsal,Gavilar,54
Kabsal,Gregorh,38
Kabsal,Hanavanar,38
Kabsal,Hasavah,38
Kabsal,Hasavah,51
Kabsal,Jushu,38
Kabsal,Jushu,42
Kabsal,Masly,38
Kabsal,Masly,51
Kabsal,Mederia,38
Kabsal,Taravangian,38
Kabsal,Taravangian,45
Kabsal,Taravangian,48
Kabsal,Taravangian,57
Kabsal,Varas,38
Kabsal,Wikim,38
Kabsal,Wikim,42
Kabsal,Guvlow,42
Kabsal,Guvlow,51
Kabsal,Habsant,42
Kabsal,Myalmr,42
Kabsal,Spark,42
Kabsal,Talatin,42
Kabsal,Talatin,51
Kabsal,Alezarv,48
Kabsal,Calinam,48
Kabsal,Cormshen,51
Kabsal,Cormshen,57
Kabsal,Elhokar,51
Kabsal,Innia,51
Kabsal,Ixil,51
Kabsal,Klade,54
Kabsal,Matain,54
Kabsal,Tifandor,54
Kabsal,Traxil,54
Kabsal,Mungam,57
Ishar,Jezrien,3
Ishar,Kalak,3
Ishar,Talenel,3
Jezrien,Kalak,3
Jezrien,Talenel,3
Jezrien,Adolin,66
Jezrien,Alazansi,66
Jezrien,Dabbid,66
Jezrien,Dalinar,66
Jezrien,Dallet,66
Jezrien,Drehy,66
Jezrien,Dunny,66
Jezrien,Gaz,66
Jezrien,Hashal,66
Jezrien,Jaks,66
Jezrien,Kaladin,66
Jezrien,Leyten,66
Jezrien,Lopen,66
Jezrien,Malop,66
Jezrien,Maps,66
Jezrien,Moash,66
Jezrien,Nalma,66
Jezrien,Sigzil,66
Jezrien,Stormfather,66
Jezrien,Syl,66
Jezrien,Teft,66
Jezrien,Sadeas,66
Kalak,Talenel,3
Talenel,Dalinar,4
Talenel,Dalinar,10
Talenel,Dalinar,65
Talenel,Elhokar,4
Talenel,Elhokar,65
Talenel,Gavilar,4
Talenel,Gavilar,10
Talenel,Gavilar,65
Talenel,Jasnah,4
Talenel,Jasnah,65
Talenel,Shalash,4
Talenel,Stormfather,4
Talenel,Stormfather,10
Talenel,Stormfather,65
Talenel,Szeth,4
Talenel,Sadeas,4
Talenel,Sadeas,10
Talenel,Sadeas,65
Talenel,Bluth,10
Talenel,Gaz,10
Talenel,Hashal,10
Talenel,Kaladin,10
Talenel,Lamaril,10
Talenel,Laral,10
Talenel,Lift,10
Talenel,Syl,10
Talenel,Tag,10
Talenel,Tien,10
Talenel,Tvlakv,10
Talenel,Adolin,65
Talenel,Au-nak,65
Talenel,Fin,65
Talenel,Hatham,65
Talenel,Ialai,65
Talenel,Renarin,65
Dalinar,Elhokar,4
Dalinar,Elhokar,19
Dalinar,Elhokar,20
Dalinar,Elhokar,22
Dalinar,Elhokar,25
Dalinar,Elhokar,26
Dalinar,Elhokar,29
Dalinar,Elhokar,31
Dalinar,Elhokar,35
Dalinar,Elhokar,63
Dalinar,Elhokar,65
Dalinar,Elhokar,69
Dalinar,Elhokar,71
Dalinar,Elhokar,75
Dalinar,Elhokar,76
Dalinar,Elhokar,77
Dalinar,Elhokar,80
Dalinar,Elhokar,84
Dalinar,Elhokar,86
Dalinar,Gavilar,4
Dalinar,Gavilar,10
Dalinar,Gavilar,19
Dalinar,Gavilar,20
Dalinar,Gavilar,22
Dalinar,Gavilar,23
Dalinar,Gavilar,25
Dalinar,Gavilar,29
Dalinar,Gavilar,31
Dalinar,Gavilar,33
Dalinar,Gavilar,35
Dalinar,Gavilar,38
Dalinar,Gavilar,54
Dalinar,Gavilar,63
Dalinar,Gavilar,65
Dalinar,Gavilar,67
Dalinar,Gavilar,69
Dalinar,Gavilar,71
Dalinar,Gavilar,72
Dalinar,Gavilar,75
Dalinar,Gavilar,76
Dalinar,Gavilar,80
Dalinar,Gavilar,82
Dalinar,Jasnah,4
Dalinar,Jasnah,19
Dalinar,Jasnah,22
Dalinar,Jasnah,25
Dalinar,Jasnah,29
Dalinar,Jasnah,33
Dalinar,Jasnah,35
Dalinar,Jasnah,38
Dalinar,Jasnah,54
Dalinar,Jasnah,63
Dalinar,Jasnah,65
Dalinar,Jasnah,71
Dalinar,Jasnah,72
Dalinar,Shalash,4
Dalinar,Stormfather,4
Dalinar,Stormfather,10
Dalinar,Stormfather,20
Dalinar,Stormfather,22
Dalinar,Stormfather,23
Dalinar,Stormfather,25
Dalinar,Stormfather,26
Dalinar,Stormfather,28
Dalinar,Stormfather,29
Dalinar,Stormfather,35
Dalinar,Stormfather,54
Dalinar,Stormfather,56
Dalinar,Stormfather,63
Dalinar,Stormfather,65
Dalinar,Stormfather,66
Dalinar,Stormfather,67
Dalinar,Stormfather,68
Dalinar,Stormfather,72
Dalinar,Stormfather,73
Dalinar,Stormfather,75
Dalinar,Stormfather,76
Dalinar,Stormfather,78
Dalinar,Stormfather,79
Dalinar,Stormfather,80
Dalinar,Stormfather,82
Dalinar,Stormfather,84
Dalinar,Szeth,4
Dalinar,Szeth,82
Dalinar,Sadeas,4
Dalinar,Sadeas,10
Dalinar,Sadeas,19
Dalinar,Sadeas,20
Dalinar,Sadeas,22
Dalinar,Sadeas,23
Dalinar,Sadeas,25
Dalinar,Sadeas,26
Dalinar,Sadeas,28
Dalinar,Sadeas,29
Dalinar,Sadeas,31
Dalinar,Sadeas,33
Dalinar,Sadeas,35
Dalinar,Sadeas,56
Dalinar,Sadeas,63
Dalinar,Sadeas,65
Dalinar,Sadeas,66
Dalinar,Sadeas,67
Dalinar,Sadeas,68
Dalinar,Sadeas,69
Dalinar,Sadeas,71
Dalinar,Sadeas,72
Dalinar,Sadeas,73
Dalinar,Sadeas,75
Dalinar,Sadeas,76
Dalinar,Sadeas,77
Dalinar,Sadeas,78
Dalinar,Sadeas,79
Dalinar,Sadeas,80
Dalinar,Sadeas,84
Dalinar,Sadeas,86
Dalinar,Bluth,10
Dalinar,Gaz,10
Dalinar,Gaz,28
Dalinar,Gaz,66
Dalinar,Gaz,68
Dalinar,Hashal,10
Dalinar,Hashal,66
Dalinar,Hashal,68
Dalinar,Hashal,73
Dalinar,Hashal,75
Dalinar,Kaladin,10
Dalinar,Kaladin,23
Dalinar,Kaladin,28
Dalinar,Kaladin,56
Dalinar,Kaladin,66
Dalinar,Kaladin,68
Dalinar,Kaladin,73
Dalinar,Kaladin,75
Dalinar,Kaladin,76
Dalinar,Kaladin,77
Dalinar,Kaladin,78
Dalinar,Kaladin,79
Dalinar,Kaladin,80
Dalinar,Kaladin,84
Dalinar,Lamaril,10
Dalinar,Lamaril,28
Dalinar,Lamaril,80
Dalinar,Laral,10
Dalinar,Laral,23
Dalinar,Lift,10
Dalinar,Syl,10
Dalinar,Syl,28
Dalinar,Syl,66
Dalinar,Syl,68
Dalinar,Syl,73
Dalinar,Syl,78
Dalinar,Syl,79
Dalinar,Syl,80
Dalinar,Syl,84
Dalinar,Tag,10
Dalinar,Tien,10
Dalinar,Tien,23
Dalinar,Tien,56
Dalinar,Tien,68
Dalinar,Tien,73
Dalinar,Tien,78
Dalinar,Tvlakv,10
Dalinar,Adolin,19
Dalinar,Adolin,20
Dalinar,Adolin,22
Dalinar,Adolin,25
Dalinar,Adolin,26
Dalinar,Adolin,29
Dalinar,Adolin,31
Dalinar,Adolin,33
Dalinar,Adolin,35
Dalinar,Adolin,63
Dalinar,Adolin,65
Dalinar,Adolin,66
Dalinar,Adolin,67
Dalinar,Adolin,69
Dalinar,Adolin,71
Dalinar,Adolin,72
Dalinar,Adolin,75
Dalinar,Adolin,76
Dalinar,Adolin,77
Dalinar,Adolin,78
Dalinar,Adolin,79
Dalinar,Adolin,80
Dalinar,Bashin,19
Dalinar,Deeli,19
Dalinar,Gallant,19
Dalinar,Gallant,20
Dalinar,Gallant,22
Dalinar,Gallant,25
Dalinar,Gallant,33
Dalinar,Gallant,67
Dalinar,Gallant,75
Dalinar,Gallant,79
Dalinar,Gallant,80
Dalinar,Lomard,19
Dalinar,Lustow,19
Dalinar,Renarin,19
Dalinar,Renarin,20
Dalinar,Renarin,22
Dalinar,Renarin,25
Dalinar,Renarin,26
Dalinar,Renarin,29
Dalinar,Renarin,31
Dalinar,Renarin,33
Dalinar,Renarin,35
Dalinar,Renarin,63
Dalinar,Renarin,65
Dalinar,Renarin,69
Dalinar,Renarin,71
Dalinar,Renarin,72
Dalinar,Renarin,77
Dalinar,Renarin,79
Dalinar,Renarin,80
Dalinar,Rilla,19
Dalinar,Tarilar,19
Dalinar,Vartian,19
Dalinar,Sureblood,20
Dalinar,Sureblood,33
Dalinar,Sureblood,75
Dalinar,Sureblood,79
Dalinar,Sureblood,80
Dalinar,Bethab,22
Dalinar,Bethab,35
Dalinar,Resi,22
Dalinar,Resi,25
Dalinar,Resi,69
Dalinar,Roion,22
Dalinar,Roion,29
Dalinar,Roion,31
Dalinar,Roion,33
Dalinar,Roion,69
Dalinar,Talata,22
Dalinar,Jest,23
Dalinar,Jost,23
Dalinar,Khav,23
Dalinar,Lirin,23
Dalinar,Lirin,28
Dalinar,Lirin,68
Dalinar,Lirin,78
Dalinar,Mord,23
Dalinar,Naget,23
Dalinar,Ral,23
Dalinar,Tarn,23
Dalinar,Tift,23
Dalinar,Wistiow,23
Dalinar,Aladar,25
Dalinar,Aladar,33
Dalinar,Aladar,69
Dalinar,Avaran,25
Dalinar,Elthebar,25
Dalinar,Elthebar,71
Dalinar,Falksi,25
Dalinar,Hatham,25
Dalinar,Hatham,35
Dalinar,Hatham,65
Dalinar,Kadash,25
Dalinar,Nohadon,25
Dalinar,Nohadon,31
Dalinar,Nohadon,69
Dalinar,Nohadon,71
Dalinar,Nohadon,72
Dalinar,Nohadon,75
Dalinar,Nohadon,80
Dalinar,Nohadon,86
Dalinar,Rayse,25
Dalinar,Rayse,26
Dalinar,Rayse,29
Dalinar,Ruthar,25
Dalinar,Thanadal,25
Dalinar,Thanadal,35
Dalinar,Thanadal,69
Dalinar,Tibon,25
Dalinar,Yis,25
Dalinar,Battar,26
Dalinar,Harkaylain,26
Dalinar,Heb,26
Dalinar,Seeli,26
Dalinar,Taffa,26
Dalinar,Bussik,28
Dalinar,Dabbid,28
Dalinar,Dabbid,66
Dalinar,Dabbid,73
Dalinar,Dabbid,78
Dalinar,Hav,28
Dalinar,Hav,68
Dalinar,Hobber,28
Dalinar,Koolf,28
Dalinar,Leyten,28
Dalinar,Leyten,66
Dalinar,Leyten,73
Dalinar,Leyten,75
Dalinar,Leyten,77
Dalinar,Moash,28
Dalinar,Moash,66
Dalinar,Moash,68
Dalinar,Moash,73
Dalinar,Moash,76
Dalinar,Moash,77
Dalinar,Moash,78
Dalinar,Moash,79
Dalinar,Moash,84
Dalinar,Peet,28
Dalinar,Peet,68
Dalinar,Peet,77
Dalinar,Peet,79
